Symbol	Entrez	Ensembl
MIR9500		
MIRLET7A1	406881	ENSG00000199165
MIRLET7A2	406882	ENSG00000198975
MIRLET7A3	406883	ENSG00000198986
MIRLET7B	406884	ENSG00000207875
MIRLET7BHG	400931	
MIRLET7C	406885	ENSG00000199030
MIRLET7D	406886	ENSG00000199133
MIRLET7DHG	158257	ENSG00000230262
MIRLET7E	406887	ENSG00000198972
MIRLET7F1	406888	ENSG00000199072
MIRLET7F2	406889	ENSG00000208012
MIRLET7G	406890	ENSG00000199150
MIRLET7I	406891	ENSG00000199179
MIS12	79003	ENSG00000167842
MIS18A	54069	ENSG00000159055
MIS18A-AS1		ENSG00000227256
MIS18BP1	55320	ENSG00000129534
MISP	126353	ENSG00000099812
MITD1	129531	ENSG00000158411
MITF	4286	ENSG00000187098
MIXL1	83881	ENSG00000185155
MKI67	4288	ENSG00000148773
MKI67P1	100271918	ENSG00000270499
MKKS	8195	ENSG00000125863
MKL1	57591	ENSG00000196588
MKL2	57496	ENSG00000186260
MKLN1	4289	ENSG00000128585
MKLN1-AS	100506881	ENSG00000236753
MKNK1	8569	ENSG00000079277
MKNK1-AS1	100507423	
MKNK2	2872	ENSG00000099875
MKNK2P1	389948	ENSG00000233533
MKRN1	23608	ENSG00000133606
MKRN2	23609	ENSG00000075975
MKRN2OS	100129480	ENSG00000225526
MKRN3	7681	ENSG00000179455
MKRN3-AS1	10108	
MKRN4P	7682	ENSG00000238222
MKRN5P	7683	ENSG00000224430
MKRN6P	23610	
MKRN7P	7686	
MKRN8P	391033	
MKRN9P	400058	
MKS1	54903	ENSG00000011143
MKX	283078	ENSG00000150051
MKX-AS1	101929202	ENSG00000230500
MLANA	2315	ENSG00000120215
MLC1	23209	ENSG00000100427
MLEC	9761	ENSG00000110917
MLECP1		ENSG00000277899
MLF1	4291	ENSG00000178053
MLF2	8079	
MLH1	4292	ENSG00000076242
MLH3	27030	
MLIP	90523	ENSG00000146147
MLIP-AS1		ENSG00000235050
MLIP-IT1		ENSG00000236996
MLK7-AS1	339751	ENSG00000238133
MLKL	197259	
MLLT1	4298	ENSG00000130382
MLLT3	4300	ENSG00000171843
MLLT4	4301	ENSG00000130396
MLLT4-AS1	653483	ENSG00000198221
MLLT6	4302	ENSG00000108292
MLLT10	8028	ENSG00000078403
MLLT10P1	140678	ENSG00000238151
MLLT10P2		ENSG00000249462
MLLT11	10962	ENSG00000213190
MLN	4295	ENSG00000096395
MLNR	2862	ENSG00000102539
MLPH	79083	ENSG00000115648
MLST8	64223	ENSG00000167965
MLX	6945	
MLXIP	22877	
MLXIPL	51085	ENSG00000009950
MLYCD	23417	
MMAA	166785	
MMAB	326625	ENSG00000139428
MMACHC	25974	ENSG00000132763
MMADHC	27249	ENSG00000168288
MMD	23531	
MMD2	221938	ENSG00000136297
MME	4311	ENSG00000196549
MME-AS1		ENSG00000240666
MMEL1	79258	ENSG00000142606
MMGT1	93380	ENSG00000169446
MMP1	4312	ENSG00000196611
MMP2		ENSG00000087245
MMP3	4314	ENSG00000149968
MMP7	4316	ENSG00000137673
MMP8	4317	ENSG00000118113
MMP9	4318	ENSG00000100985
MMP10	4319	ENSG00000166670
MMP11	4320	ENSG00000099953
MMP12	4321	
MMP13	4322	ENSG00000137745
MMP14	4323	ENSG00000157227
MMP15	4324	ENSG00000102996
MMP16	4325	ENSG00000156103
MMP17	4326	ENSG00000198598
MMP19	4327	
MMP20	9313	
MMP21	118856	ENSG00000154485
MMP23A	8511	ENSG00000215914
MMP23B	8510	ENSG00000189409
MMP24	10893	ENSG00000125966
MMP24-AS1		ENSG00000126005
MMP25	64386	
MMP26	56547	ENSG00000167346
MMP27	64066	ENSG00000137675
MMP28	79148	ENSG00000271447
MMRN1	22915	ENSG00000138722
MMRN2	79812	ENSG00000173269
MMS19	64210	ENSG00000155229
MMS22L	253714	ENSG00000146263
MMVP1	50951	
MMVP2	352956	
MN1	4330	ENSG00000169184
MNAT1	4331	ENSG00000020426
MND1	84057	ENSG00000121211
MNDA	4332	ENSG00000163563
MNS1	55329	ENSG00000138587
MNT	4335	ENSG00000070444
MNX1	3110	ENSG00000130675
MNX1-AS1	645249	ENSG00000243479
MNX1-AS2		ENSG00000235029
MOAP1	64112	ENSG00000165943
MOB1A	55233	ENSG00000114978
MOB1AP1		ENSG00000228241
MOB1AP2		ENSG00000233810
MOB1B	92597	ENSG00000173542
MOB2	81532	ENSG00000182208
MOB3A	126308	ENSG00000172081
MOB3B	79817	ENSG00000120162
MOB3C	148932	ENSG00000142961
MOB4	25843	ENSG00000115540
MOBP	4336	ENSG00000168314
MOCOS	55034	ENSG00000075643
MOCS1	4337	ENSG00000124615
MOCS1P1	27187	ENSG00000260347
MOCS2	4338	ENSG00000164172
MOCS3	27304	ENSG00000124217
MOCS3P1	326305	
MOCS3P2	100420520	
MOG	4340	ENSG00000204655
MOGAT1	116255	ENSG00000124003
MOGAT2	80168	ENSG00000166391
MOGAT3	346606	ENSG00000106384
MOGS	7841	ENSG00000115275
MOK	5891	ENSG00000080823
MON1A	84315	ENSG00000164077
MON1B	22879	ENSG00000103111
MON2	23041	ENSG00000061987
MORC1	27136	ENSG00000114487
MORC1-AS1	100506506	ENSG00000239314
MORC2	22880	ENSG00000133422
MORC2-AS1	150291	ENSG00000235989
MORC3	23515	ENSG00000159256
MORC4	79710	ENSG00000133131
MORF4	10934	ENSG00000234801
MORF4L1	10933	ENSG00000185787
MORF4L1P1	326591	ENSG00000218283
MORF4L1P2	326594	
MORF4L1P3	326593	
MORF4L1P4	100420030	ENSG00000225133
MORF4L1P5	100129288	ENSG00000231857
MORF4L1P6		ENSG00000233162
MORF4L1P7	100130637	ENSG00000225904
MORF4L2	9643	ENSG00000123562
MORF4L2-AS1	340544	ENSG00000231154
MORF4L2P1	643915	ENSG00000250147
MORN1	79906	ENSG00000116151
MORN2	729967	ENSG00000188010
MORN3	283385	ENSG00000139714
MORN4	118812	ENSG00000171160
MORN5	254956	ENSG00000185681
MOS	4342	ENSG00000172680
MOSPD1	56180	ENSG00000101928
MOSPD2	158747	ENSG00000130150
MOSPD3	64598	ENSG00000106330
MOV10	4343	ENSG00000155363
MOV10L1	54456	ENSG00000073146
MOXD1	26002	ENSG00000079931
MOXD2P	100289017	ENSG00000240268
MPC1	51660	ENSG00000060762
MPC1L	347411	ENSG00000238205
MPC2	25874	ENSG00000143158
MPDU1	9526	ENSG00000129255
MPDZ	8777	ENSG00000107186
MPE		
MPEG1	219972	
MPFD		
MPG	4350	ENSG00000103152
MPHOSPH6	10200	ENSG00000135698
MPHOSPH8	54737	ENSG00000196199
MPHOSPH9	10198	ENSG00000051825
MPHOSPH10	10199	ENSG00000124383
MPI	4351	ENSG00000178802
MPL	4352	ENSG00000117400
MPLKIP	136647	ENSG00000168303
MPND	84954	ENSG00000008382
MPO	4353	
MPP1	4354	ENSG00000130830
MPP2	4355	ENSG00000108852
MPP3	4356	ENSG00000161647
MPP4	58538	ENSG00000082126
MPP5	64398	
MPP6	51678	ENSG00000105926
MPP7	143098	ENSG00000150054
MPPE1	65258	ENSG00000154889
MPPE1P1	390501	ENSG00000258990
MPPED1	758	ENSG00000186732
MPPED2	744	ENSG00000066382
MPRIP	23164	ENSG00000133030
MPRIP-AS1	100874529	ENSG00000225442
MPRIPP1	100421374	ENSG00000214820
MPST	4357	ENSG00000128309
MPTX1	649458	ENSG00000215846
MPV17	4358	ENSG00000115204
MPV17L	255027	ENSG00000156968
MPV17L2	84769	ENSG00000254858
MPZ	4359	ENSG00000158887
MPZL1	9019	ENSG00000197965
MPZL2	10205	
MPZL3	196264	ENSG00000160588
MR1	3140	ENSG00000153029
MRAP	56246	ENSG00000170262
MRAP2	112609	ENSG00000135324
MRAS	22808	ENSG00000158186
MRC1	4360	ENSG00000120586
MRC2	9902	
MRE11A	4361	ENSG00000020922
MRE11B	4362	
MREG	55686	ENSG00000118242
MREGP1		ENSG00000270395
MRFAP1	93621	ENSG00000179010
MRFAP1L1	114932	ENSG00000178988
MRGBP	55257	ENSG00000101189
MRGPRD	116512	ENSG00000172938
MRGPRE	116534	ENSG00000184350
MRGPRF	116535	ENSG00000172935
MRGPRF-AS1	101928200	ENSG00000256508
MRGPRG	386746	ENSG00000182170
MRGPRG-AS1	283303	ENSG00000236301
MRGPRX1	259249	ENSG00000170255
MRGPRX2	117194	ENSG00000183695
MRGPRX3	117195	ENSG00000179826
MRGPRX4	117196	ENSG00000179817
MRI1	84245	
MRM1	79922	ENSG00000129282
MRO	83876	ENSG00000134042
MROH1	727957	ENSG00000179832
MROH2A	339766	ENSG00000185038
MROH2B	133558	ENSG00000171495
MROH3P	647215	ENSG00000233217
MROH4P	101154686	ENSG00000232722
MROH5	389690	ENSG00000226807
MROH6	642475	ENSG00000204839
MROH7	374977	ENSG00000184313
MROH7-TTC4	100527960	ENSG00000271723
MROH8	140699	ENSG00000101353
MROH9	80133	ENSG00000117501
MROS		
MRPL1	65008	ENSG00000169288
MRPL2	51069	ENSG00000112651
MRPL2P1	347894	ENSG00000257480
MRPL3	11222	ENSG00000114686
MRPL3P1	359739	ENSG00000215349
MRPL4	51073	ENSG00000105364
MRPL9	65005	ENSG00000143436
MRPL9P1	137290	
MRPL10	124995	ENSG00000159111
MRPL11	65003	ENSG00000174547
MRPL11P2	134008	
MRPL11P3	359734	
MRPL12	6182	ENSG00000262814
MRPL13	28998	ENSG00000172172
MRPL14	64928	ENSG00000180992
MRPL14P1	359735	
MRPL15	29088	ENSG00000137547
MRPL15P1	359736	
MRPL16	54948	ENSG00000166902
MRPL17	63875	
MRPL18	29074	ENSG00000112110
MRPL19	9801	ENSG00000115364
MRPL20	55052	ENSG00000242485
MRPL20P1	359737	ENSG00000215734
MRPL21	219927	ENSG00000197345
MRPL22	29093	ENSG00000082515
MRPL22P1	359738	ENSG00000250324
MRPL23	6150	ENSG00000214026
MRPL23-AS1	100133545	ENSG00000226416
MRPL24	79590	ENSG00000143314
MRPL27	51264	ENSG00000108826
MRPL28	10573	ENSG00000086504
MRPL30	51263	ENSG00000185414
MRPL30P1	359740	
MRPL30P2	359817	
MRPL32	64983	ENSG00000106591
MRPL32P1	359741	ENSG00000220125
MRPL33	9553	ENSG00000243147
MRPL34	64981	
MRPL35	51318	ENSG00000132313
MRPL35P1	359742	ENSG00000220868
MRPL35P2	359743	ENSG00000232075
MRPL35P3	359744	ENSG00000226253
MRPL35P4	359745	ENSG00000230691
MRPL36	64979	ENSG00000171421
MRPL36P1	285003	
MRPL37	51253	ENSG00000116221
MRPL37P1	100420950	ENSG00000266946
MRPL38	64978	ENSG00000204316
MRPL39	54148	ENSG00000154719
MRPL40	64976	ENSG00000185608
MRPL40P1	645328	ENSG00000256037
MRPL41	64975	ENSG00000182154
MRPL42	28977	ENSG00000198015
MRPL42P1	285415	
MRPL42P2	346116	ENSG00000216364
MRPL42P3	359746	ENSG00000219297
MRPL42P4	346470	ENSG00000242552
MRPL42P5	359821	
MRPL42P6		ENSG00000242810
MRPL43	84545	ENSG00000055950
MRPL44	65080	ENSG00000135900
MRPL45	84311	ENSG00000174100
MRPL45P1	359747	ENSG00000232508
MRPL45P2	653479	
MRPL46	26589	ENSG00000259494
MRPL47	57129	ENSG00000136522
MRPL48	51642	ENSG00000175581
MRPL48P1	221717	ENSG00000238076
MRPL49	740	ENSG00000149792
MRPL49P1	359748	ENSG00000224296
MRPL49P2	346711	ENSG00000253934
MRPL50	54534	ENSG00000136897
MRPL50P1	351143	ENSG00000234587
MRPL50P2	359749	ENSG00000238285
MRPL50P3	359750	
MRPL50P4	359751	ENSG00000235469
MRPL51	51258	
MRPL51P1	351773	
MRPL51P2	343819	ENSG00000232777
MRPL52	122704	ENSG00000172590
MRPL53	116540	ENSG00000204822
MRPL53P1	359752	ENSG00000235299
MRPL54	116541	ENSG00000183617
MRPL55	128308	ENSG00000162910
MRPL57	78988	ENSG00000173141
MRPL57P1	126581	
MRPL57P2	359729	
MRPL57P3	359730	
MRPL57P6	134490	ENSG00000249449
MRPL57P7	359731	ENSG00000254312
MRPL57P8	359732	
MRPL57P9	359733	
MRPL57P10	347587	
MRPS2	51116	ENSG00000122140
MRPS5	64969	ENSG00000144029
MRPS5P3	133615	ENSG00000214743
MRPS5P4	359797	ENSG00000266915
MRPS6	64968	ENSG00000243927
MRPS6P1	359780	
MRPS6P2	359781	ENSG00000237130
MRPS6P4	359782	
MRPS7	51081	
MRPS7P1	359783	
MRPS7P2	341469	
MRPS9	64965	ENSG00000135972
MRPS10	55173	ENSG00000048544
MRPS10P1	359753	ENSG00000235378
MRPS10P2	359802	ENSG00000234325
MRPS10P5	359754	
MRPS11	64963	ENSG00000181991
MRPS11P1	128774	ENSG00000225803
MRPS12	6183	ENSG00000128626
MRPS14	63931	ENSG00000120333
MRPS15	64960	ENSG00000116898
MRPS15P1	359755	
MRPS15P2	359756	
MRPS16	51021	ENSG00000182180
MRPS16P1	137406	ENSG00000229182
MRPS16P2	128609	ENSG00000232925
MRPS16P3	338388	ENSG00000226336
MRPS17	51373	ENSG00000239789
MRPS17P1	359803	ENSG00000268949
MRPS17P3	359757	ENSG00000239226
MRPS17P5	359758	
MRPS17P6	359759	
MRPS17P7	342776	
MRPS17P9	359760	ENSG00000227814
MRPS18A	55168	ENSG00000096080
MRPS18AP1	359761	ENSG00000229759
MRPS18B	28973	ENSG00000204568
MRPS18BP1	359762	ENSG00000226013
MRPS18BP2	359763	ENSG00000235232
MRPS18C	51023	ENSG00000163319
MRPS18CP2	286043	
MRPS18CP3	359764	
MRPS18CP4	349842	ENSG00000255763
MRPS18CP5	359765	
MRPS18CP6	343901	ENSG00000228807
MRPS21	54460	ENSG00000187145
MRPS21P1	199900	ENSG00000234496
MRPS21P2	359766	ENSG00000227425
MRPS21P3	359767	ENSG00000221879
MRPS21P4	359768	
MRPS21P5	359769	
MRPS21P6	359770	ENSG00000214298
MRPS21P7	359771	ENSG00000260024
MRPS21P8	350297	ENSG00000259978
MRPS21P9	359772	ENSG00000262759
MRPS22	56945	ENSG00000175110
MRPS22P1	359773	
MRPS23	51649	
MRPS23P1	352290	
MRPS24	64951	ENSG00000062582
MRPS24P1	338389	
MRPS25	64432	ENSG00000131368
MRPS25P1	338390	
MRPS26	64949	ENSG00000125901
MRPS27	23107	ENSG00000113048
MRPS28	28957	ENSG00000147586
MRPS30	10884	ENSG00000112996
MRPS31	10240	ENSG00000102738
MRPS31P1	351449	
MRPS31P2	341757	ENSG00000232894
MRPS31P4	100885866	ENSG00000250299
MRPS31P5	100887750	ENSG00000243406
MRPS33	51650	ENSG00000090263
MRPS33P1	148330	
MRPS33P2	359775	ENSG00000249649
MRPS33P3	359776	ENSG00000251308
MRPS33P4	359777	ENSG00000234821
MRPS34	65993	ENSG00000074071
MRPS35	60488	ENSG00000061794
MRPS35P1	339910	
MRPS35P2	359778	ENSG00000250830
MRPS35P3	359779	
MRPS36	92259	ENSG00000134056
MRPS36P1	347705	ENSG00000236152
MRPS36P2	347706	ENSG00000249539
MRPS36P3	347704	ENSG00000253814
MRPS36P4	347702	ENSG00000255231
MRPS36P5	347703	ENSG00000257927
MRPS36P6	347707	
MRRF	92399	ENSG00000148187
MRRFP1	286423	ENSG00000224236
MRS2	57380	ENSG00000124532
MRS2P1	100130448	
MRS2P2	729633	
MRSD		
MRT4		
MRT8		
MRT9		
MRT10		
MRT11		
MRT17		
MRT18		
MRT19		
MRT20		
MRT22		
MRT23		
MRT24		
MRT25		
MRT26		
MRT27		
MRT28		
MRTO4	51154	ENSG00000053372
MRVI1	10335	
MRVI1-AS1	100129827	ENSG00000177112
MRX4		
MRX5		
MRX6		
MRX7		
MRX8		
MRX11		
MRX12		
MRX14		
MRX15		
MRX17		
MRX18		
MRX20		
MRX23		
MRX24		
MRX25		
MRX26		
MRX27		
MRX28		
MRX31		
MRX35		
MRX37		
MRX39		
MRX40		
MRX42		
MRX49		
MRX50		
MRX51		
MRX52		
MRX53		
MRX56		
MRX57		
MRX61		
MRX64		
MRX65		
MRX66		
MRX67		
MRX69		
MRX70		
MRX71		
MRX73		
MRX75		
MRX77		
MRX78		
MRX80		
MRX81		
MRX82		
MRX84	378882	
MRX86		
MRXS7		
MRXS11		
MS		
MS4A1	931	
MS4A2	2206	ENSG00000149534
MS4A3	932	
MS4A4A	51338	ENSG00000110079
MS4A4E	643680	ENSG00000214787
MS4A5	64232	ENSG00000166930
MS4A6A	64231	ENSG00000110077
MS4A6E	245802	
MS4A7	58475	
MS4A8	83661	ENSG00000166959
MS4A10	341116	
MS4A12	54860	
MS4A13	503497	ENSG00000204979
MS4A14	84689	
MS4A15	219995	
MS4A18	728588	
MSANTD1	345222	ENSG00000188981
MSANTD2	79684	ENSG00000120458
MSANTD2P1	100130310	ENSG00000231058
MSANTD3	91283	ENSG00000066697
MSANTD3-TMEFF1	100526694	ENSG00000251349
MSANTD4	84437	ENSG00000170903
MSBP1	4431	
MSBP2	4432	
MSC	9242	ENSG00000178860
MSD		
MSGN1	343930	ENSG00000151379
MSH2	4436	ENSG00000095002
MSH3	4437	ENSG00000113318
MSH4	4438	ENSG00000057468
MSH5	4439	ENSG00000204410
MSH5-SAPCD1	100532732	ENSG00000255152
MSH6	2956	ENSG00000116062
MSI1	4440	
MSI2		
MSK9		
MSK10	4448	
MSK32	4467	
MSK38	4473	
MSL1	339287	ENSG00000188895
MSL2	55167	ENSG00000174579
MSL3	10943	ENSG00000005302
MSL3P1	151507	ENSG00000224287
MSLN	10232	ENSG00000102854
MSLNL	401827	ENSG00000162006
MSMB	4477	ENSG00000138294
MSMO1	6307	ENSG00000052802
MSMP	692094	ENSG00000215183
MSN	4478	ENSG00000147065
MSNP1	4479	ENSG00000251593
MSR1		ENSG00000038945
MSRA	4482	ENSG00000175806
MSRB1	51734	ENSG00000198736
MSRB1P1	441849	ENSG00000213926
MSRB2	22921	ENSG00000148450
MSRB3	253827	ENSG00000174099
MSS51	118490	ENSG00000166343
MST1	4485	ENSG00000173531
MST1L	11223	ENSG00000186715
MST1P2	11209	ENSG00000186301
MST1R	4486	ENSG00000164078
MSTN	2660	ENSG00000138379
MSTO1	55154	ENSG00000125459
MSTO2P	100129405	
MSX1	4487	ENSG00000163132
MSX2	4488	ENSG00000120149
MSX2P1	55545	
MT-ATP6	4508	ENSG00000198899
MT-ATP8	4509	ENSG00000228253
MT-CO1	4512	ENSG00000198804
MT-CO2	4513	ENSG00000198712
MT-CO3	4514	ENSG00000198938
MT-CYB	4519	ENSG00000198727
MT-LIPCAR	103504742	
MT-ND1	4535	ENSG00000198888
MT-ND2	4536	ENSG00000198763
MT-ND3	4537	ENSG00000198840
MT-ND4	4538	ENSG00000198886
MT-ND4L	4539	ENSG00000212907
MT-ND5	4540	ENSG00000198786
MT-ND6	4541	ENSG00000198695
MT-RNR1	4549	ENSG00000211459
MT-RNR2	4550	ENSG00000210082
MT-TA	4553	ENSG00000210127
MT-TC	4511	ENSG00000210140
MT-TD	4555	ENSG00000210154
MT-TE	4556	ENSG00000210194
MT-TF	4558	ENSG00000210049
MT-TG	4563	ENSG00000210164
MT-TH	4564	ENSG00000210176
MT-TI	4565	ENSG00000210100
MT-TK	4566	ENSG00000210156
MT-TL1	4567	ENSG00000209082
MT-TL2	4568	ENSG00000210191
MT-TM	4569	ENSG00000210112
MT-TN	4570	ENSG00000210135
MT-TP	4571	ENSG00000210196
MT-TQ	4572	ENSG00000210107
MT-TR	4573	ENSG00000210174
MT-TS1	4574	ENSG00000210151
MT-TS2	4575	ENSG00000210184
MT-TT	4576	ENSG00000210195
MT-TV	4577	ENSG00000210077
MT-TW	4578	ENSG00000210117
MT-TY	4579	ENSG00000210144
MT1A	4489	
MT1B	4490	ENSG00000169688
MT1CP	441771	ENSG00000205360
MT1DP	326343	ENSG00000205361
MT1E	4493	ENSG00000169715
MT1F	4494	
MT1G	4495	ENSG00000125144
MT1H	4496	ENSG00000205358
MT1HL1	645745	ENSG00000244020
MT1IP	644314	
MT1JP	4498	ENSG00000255986
MT1L	4500	ENSG00000260549
MT1M	4499	
MT1P1	493987	ENSG00000213761
MT1P3	140851	ENSG00000229230
MT1X	4501	ENSG00000187193
MT1XP1	645652	ENSG00000233929
MT2A	4502	ENSG00000125148
MT2P1	4503	ENSG00000162840
MT3	4504	ENSG00000087250
MT4	84560	ENSG00000102891
MT7SDNA		
MTA1	9112	ENSG00000182979
MTA2	9219	ENSG00000149480
MTA3	57504	ENSG00000057935
MTAP	4507	ENSG00000099810
MTAPP1	100874257	ENSG00000243025
MTAPP2	100420621	ENSG00000230077
MTATP6P1		ENSG00000248527
MTATP6P2	100287745	
MTATP6P3		ENSG00000263483
MTATP6P4		ENSG00000236590
MTATP6P5		
MTATP6P6		
MTATP6P7		ENSG00000232990
MTATP6P8		
MTATP6P9		ENSG00000248420
MTATP8P1		ENSG00000240409
MTATP8P2		ENSG00000229604
MTATP8P3		
MTATP8P4		
MTATT		
MTBP	27085	ENSG00000172167
MTCH1	23787	ENSG00000137409
MTCH2	23788	ENSG00000109919
MTCL1	23255	ENSG00000168502
MTCL1P1	100288130	ENSG00000226554
MTCO1P1	56167	
MTCO1P2	326603	
MTCO1P3		ENSG00000228930
MTCO1P4		ENSG00000253556
MTCO2P1	140909	ENSG00000229690
MTCO2P2		
MTCO2P3		ENSG00000230009
MTCO2P4		ENSG00000253977
MTCO3P1	404026	
MTCO3P2		ENSG00000232102
MTCP1	4515	ENSG00000214827
MTCSB1		
MTCSB2		
MTCSB3		
MTCYBP1	100499418	ENSG00000234179
MTCYBP2		ENSG00000217179
MTCYBP3		ENSG00000232373
MTCYBP4		ENSG00000220113
MTDH	92140	ENSG00000147649
MTERF1	7978	ENSG00000127989
MTERF2	80298	
MTERF3	51001	ENSG00000156469
MTERF4	130916	ENSG00000122085
MTF1	4520	ENSG00000188786
MTF2	22823	ENSG00000143033
MTFMT	123263	
MTFP1	51537	ENSG00000242114
MTFR1	9650	
MTFR1L	56181	ENSG00000117640
MTFR2	113115	ENSG00000146410
MTG1	92170	ENSG00000148824
MTG2	26164	ENSG00000101181
MTHFD1	4522	ENSG00000100714
MTHFD1L	25902	ENSG00000120254
MTHFD1P1	4523	ENSG00000231831
MTHFD2	10797	ENSG00000065911
MTHFD2L	441024	ENSG00000163738
MTHFD2P1	100287639	ENSG00000244681
MTHFD2P2		ENSG00000217169
MTHFD2P3		ENSG00000231112
MTHFD2P4	100131135	ENSG00000251253
MTHFD2P5	442707	ENSG00000213530
MTHFD2P6	100130042	ENSG00000249266
MTHFD2P7	442098	ENSG00000181260
MTHFR	4524	ENSG00000177000
MTHFS	10588	ENSG00000136371
MTHFSD	64779	
MTHPR		
MTHSP1		
MTHSP2		
MTIF2	4528	ENSG00000085760
MTIF2P1	80713	
MTIF3	219402	ENSG00000122033
MTL3P	4531	
MTL5	9633	ENSG00000132749
MTLSP		
MTM1	4534	ENSG00000171100
MTMR1	8776	ENSG00000063601
MTMR2	8898	ENSG00000087053
MTMR3	8897	ENSG00000100330
MTMR4	9110	
MTMR6	9107	ENSG00000139505
MTMR7	9108	ENSG00000003987
MTMR8	55613	ENSG00000102043
MTMR9	66036	ENSG00000104643
MTMR9LP	339483	ENSG00000220785
MTMR10	54893	
MTMR11	10903	ENSG00000014914
MTMR12	54545	ENSG00000150712
MTMR14	64419	ENSG00000163719
MTND1P1	100499468	ENSG00000226529
MTND1P2		ENSG00000235646
MTND1P3	100288984	ENSG00000239648
MTND1P4		ENSG00000230764
MTND1P5		ENSG00000253795
MTND1P6		ENSG00000254346
MTND1P7		ENSG00000253828
MTND1P8	100287461	
MTND1P9		ENSG00000228995
MTND1P10		ENSG00000229088
MTND1P11		ENSG00000228166
MTND1P12		ENSG00000225433
MTND1P13	100887745	ENSG00000232014
MTND1P14		ENSG00000227225
MTND1P15	100288998	
MTND1P16		ENSG00000239586
MTND1P17		ENSG00000228122
MTND1P18		ENSG00000225276
MTND1P19		ENSG00000251449
MTND1P20		ENSG00000226794
MTND1P21		ENSG00000235940
MTND1P22	100287591	ENSG00000251407
MTND1P23		ENSG00000225972
MTND1P24		
MTND1P25	100288950	
MTND1P26		ENSG00000234576
MTND1P27	100288227	ENSG00000223921
MTND1P28		ENSG00000230158
MTND1P29		ENSG00000237722
MTND1P30	100507157	ENSG00000238047
MTND1P31		ENSG00000235170
MTND1P32	100856881	ENSG00000232282
MTND1P33		ENSG00000235539
MTND1P34		ENSG00000225514
MTND1P35		ENSG00000255055
MTND1P36	100506721	ENSG00000253245
MTND2P1	387315	
MTND2P2	56168	ENSG00000229954
MTND2P3	100499457	ENSG00000234850
MTND2P4		ENSG00000230252
MTND2P5		ENSG00000224354
MTND2P6		ENSG00000237309
MTND2P7		ENSG00000253970
MTND2P8		ENSG00000237257
MTND2P9		ENSG00000225901
MTND2P10		
MTND2P11		ENSG00000237124
MTND2P12		ENSG00000228725
MTND2P13		
MTND2P14		ENSG00000240796
MTND2P15		ENSG00000231152
MTND2P16		ENSG00000230818
MTND2P17	100873348	ENSG00000258239
MTND2P18		ENSG00000234939
MTND2P19		ENSG00000231567
MTND2P20		ENSG00000229701
MTND2P21		ENSG00000230950
MTND2P22		ENSG00000231954
MTND2P23		ENSG00000232631
MTND2P24		ENSG00000231947
MTND2P25	100873231	ENSG00000228182
MTND2P26		ENSG00000254565
MTND2P27		
MTND2P28		ENSG00000225630
MTND2P29		ENSG00000233595
MTND2P30		ENSG00000227937
MTND2P31		ENSG00000251252
MTND2P32		ENSG00000254090
MTND2P33	100873236	ENSG00000248907
MTND3P1		ENSG00000226118
MTND3P2		ENSG00000230052
MTND3P3		ENSG00000249127
MTND3P4		ENSG00000230302
MTND3P5		ENSG00000251353
MTND3P6		ENSG00000242214
MTND3P7		ENSG00000240824
MTND3P8		ENSG00000232714
MTND3P9		ENSG00000227557
MTND3P10		ENSG00000233286
MTND4LP1		ENSG00000231501
MTND4P1		ENSG00000228597
MTND4P2		ENSG00000248704
MTND4P3		ENSG00000225959
MTND4P4		ENSG00000225295
MTND4P5		ENSG00000227584
MTND4P6	100873192	ENSG00000224042
MTND4P7		ENSG00000253257
MTND4P8		ENSG00000248548
MTND4P9		ENSG00000250050
MTND4P10		ENSG00000226663
MTND4P11		ENSG00000234099
MTND4P12	100293090	ENSG00000247627
MTND4P13	100862853	ENSG00000216713
MTND4P14	100653489	ENSG00000236254
MTND4P15		ENSG00000227321
MTND4P16		ENSG00000241787
MTND4P17		ENSG00000242178
MTND4P18		ENSG00000228694
MTND4P19		ENSG00000230338
MTND4P20		ENSG00000233377
MTND4P21		ENSG00000231777
MTND4P22		ENSG00000232772
MTND4P23	100873245	ENSG00000225796
MTND4P24		ENSG00000232177
MTND4P25		ENSG00000226700
MTND4P26		ENSG00000234065
MTND4P27		ENSG00000230548
MTND4P28		ENSG00000233709
MTND4P29		ENSG00000249177
MTND4P30		ENSG00000227454
MTND4P31		ENSG00000235382
MTND4P32		ENSG00000226056
MTND5P1		ENSG00000227999
MTND5P2		ENSG00000229622
MTND5P3		ENSG00000232447
MTND5P4		ENSG00000251212
